class,text
Liberal,"The Empress I call her. We have come a long way as Black people and we have been strong in hard times. Everyday is a celebration of the greatness of Black people, so people let's give it up for Angela Davis. #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticaIIyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self lsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals #woke"
Conservative,"Lemme take a minute of your time and remind you how much we are magical on planet earth. This little King right here, now probably 11-years (8-y-o in the pic.) recently finished a Science Course at Imperial College London University was and still reigns as the smartest kid on planet earth; studied at the Oxford University at the age of 6. And yes; he was too advanced for his required school grade so that lead him into being homeschooled. He excels in Math, Foreign Languages; History, Philosophy. IT and Science. Now tell me Black people are not magic! #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOf Self lsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals"
Liberal,#BlackDontCrack Lisa Bonet and her daughter Zoe Kravitz could pass as twins! Beautiful women!
Liberal,Supporting and developing blk-owned Businesses is the key to raising our community! Black4Black
Liberal,Supporting and developing blk-owned Businesses is the key to raising our community! Black4Black
Liberal,Supporting and developing blk-owned Businesses is the key to raising our community! Black4Black
Liberal,Supporting and developing blk-owned Businesses is the key to raising our community! Black4Black
Conservative,Imelme Umana has been elected president of the Harvard Law Review. She will be the first Black woman to hold the position. Our congratulations to young Queen!
Liberal,"#Sisterhood Simone Biles and her sister, Adria."
Liberal,This group is basically to bring together all who have faced the wrath of prison life. Hell And Back
Liberal,Keep fighting for our motherland!
Liberal,Keep fighting for our motherland!
Liberal,"Turning bureaucracy against themselves.        We have suffered a 40pc unemployment rate from layers of federal regulation applied only to tribal lands, but it hasn't stop Fort Berthold from becoming one of the state's most productive regions. Currently a coalition of Native Americans appointed by to guide country's Indian policy is researching proposals to make energy development easier on tribal lands - including the idea of transferring them to private ownership. This way, big corporations finally won't be allowed to rob and destroy our lands. We are strong not only by our unparalleled unity, but also by our ability to see the bigger picture."
Liberal,Power of the music.
Liberal,Native art is so pure
Liberal,"Tsawataineuk Canadian Native American tribe. Their reservation is located in British Columbia. In the 2007 year in community lived 59 people. (Photo: Tsawatenok, 1914)"
Conservative,Native American history must be taught properly in schools. History of the USA began from Native History!
Liberal,"If you are Native, love and admire Native culture, join us! Native Americans United"
Liberal,"""This is my lived experience,"" Muhammad said. ""I'm formerly incarcerated, I spent a lot of my childhood in different systems and I had no idea about the beast that communities of color are fighting. My mother didn't know about the school-to-prison pipeline, she just knew she had a black boy."" Coleman explained how his work with wrongfully-convicted clients had shaped his view of the U.S. criminal justice system, which he described as racially lopsided. ""It's not by choice that most of my clients are African American,"" Coleman said. ""It's a fact of life and of the prison system. If most of the people going into the system are black men, most of my clients will be too."" The Duke Journal of Gender Law and Policy hosted a symposium Tuesday focusing on efforts to improve criminal justice and the American prison system. Titled ""Intersectionality and the Black Lives Matter Movement,"" the event featured a panel of speakers, including James Coleman, John S. Bradway professor of the practice of law, and Umar Muhammad, community organizer for the Southern Coalition for Justice, along with Theresa Newman, clinical professor of law. ""I didn't feel prepared for the world. I didn't feel rehabilitated. I had no resources,"" Muhammad said. -The Chronicle-"
Liberal,"Repost from  Naomi Campbell. .. 25 years later. Seeing any difference?  Naomi Campbell. .. 25ans plus tard, voyez-vous une difference?"
Liberal,"If you faced the wrath of prison life, join us. We are stronger together. Hell And Back"
Liberal,"If you are Native, love and admire Native culture, join us! Native Americans United"
Conservative,Why can't they make real movie for once at least:
Conservative,She has big plans for the Detroit and she will regain its former glory:
Liberal,"Africa was never poor, white people came there and took everything, including people!"
Liberal,Rest in peace! Thank you for trying to teach Black kids how to love themselves!
Liberal,Looks like melanin is some magic philosopher's stone that allows Black people live forever and stay beautiful forever!
Liberal,"Don't let anything stop you! Yuo body can be weak, but your mind has to be strong!"
Liberal,#BlackHistoryMonth Did you know that? Write in comment!
Conservative,Truer words were never spoken. The importance of understanding the 2nd  amendment and exercising that right can't be overstated. Let's do what's right  and educate ourselves.
Liberal,It's all about Black Fist self-defense project for the Black community. Join the  movement!
Liberal,Self-Defense Project. Feel safe with us. Black Fist
Liberal,Self-Defense Project. Feel safe with us.
Conservative,Join us and get your daily dose of funny conservative memes!
Conservative,Finely selected conservative memes that make them cry again! Nothing Left
Conservative,Finely selected conservative memes that make them cry again! Nothing Left
Conservative,Finely selected conservative memes that make them cry again! Nothing Left
Conservative,Finely selected conservative memes that make them cry again! Nothing Left
Conservative,Are you tired of liberal propaganda and biased media sources? Hit like and  take your red pill!
Conservative,Revealing the uncomfortable truth and exposing the liberal media bias! Let's  get red pilled!
Conservative,Revealing the uncomfortable truth and supporting conservative ideals! Let's  get red pilled!
Conservative,Hey look it's Meryl Streep's Golden Globe speech here...
Liberal,"The second self-defense class Join the event, bring  your friends, feel safe with us!!! Self-defense classes with"
Conservative,"Join the event, bring your friends, feel safe with us!  Don't miss the opportunity to train with our coach in  ou will enjoy it for sure.  It's free! Organized on a donation basis. Free Self-Defense class in Tampa, Fl"
Liberal,"Join the event, bring your friends, feel safe with us!  It's free! Organized on a donation basis. Free Self-defense class in NY -"
Liberal,"The first self-defense class Join the event, bring your  friends, feel safe with us!!! Self-defense classes"
Liberal,"The first self-defense class Join the event, bring your  friends, feel safe with us!!! Self-defense classes"
Liberal,"The first self-defense class Join the event, bring your  friends, feel safe with us!!! Self-defense classes"
Liberal,"The first self-defense class Join the event, bring your  friends, feel safe with us!!! Self-defense classes"
Liberal,"The second self-defense class  your friends, feel safe with us!!! Self-defense classes"
Liberal,"The second self-defense class  your friends, feel safe with us!!! Self-defense classes"
Liberal,"The second self-defense class  your friends, feel safe with us!!! Self-defense classes"
Liberal,"The second self-defense class  your friends, feel safe with us!!! Self-defense classes"
Liberal,repost  The powerful statement.
Liberal,repost-
Conservative,repost
Conservative,repost
Liberal,repost  Facts.
Conservative,When 30 or 40 round mags no longer do and a 75 round drum is the only  way.  Repost from
Liberal,"The second self-defense class  your friends, feel safe with us!!! Self-defense classes"
Liberal,"Join the event, bring your friends, feel safe with us!  Don't miss the opportunity to train with our coach  You will enjoy it for sure.  on a donation basis. Free Self-Defense class in Tampa, Fl"
Liberal,"Join the event, bring your friends, feel safe with us!  It's free! Organized on a donation basis. Free Self-defense class in NY-"
Liberal,"Join the event, bring your friends, feel safe with us!  Don't miss the opportunity to train outdoors!  It's free! Organized on a donation basis. Free Self-defense class in Orlando,  Fl"
Liberal,"Join the event, bring your friends, feel safe with us!  Don't miss the opportunity to train outdoors!  It's free! Organized on a donation basis. Free Self-defense class in Orlando,  Fl"
Liberal,"Join the event, bring your friends, feel safe with us in - It's free! Organized on a donation basis. Join the ve~  feel safe with us  It's free! Organized on a donation basis. Free Self-Defense class in Los  Angeles, CA Free Self-Defense class in Los Angeles,  CA"
